tic_id,period_days,duration_days,duration_hours,depth_ppm,snr,bls_power,tls_snr,tls_sde,tls_fap,tls_rp_rs,tls_odd_even,both_agree,transit_depth_measured,flux_in_scatter,flux_out_scatter,in_out_scatter_ratio,transit_skewness,transit_kurtosis,odd_depth,even_depth,odd_even_diff,secondary_depth,flux_mean,flux_std,flux_range,outlier_frac,depth_over_std,period_over_dur,n_transit_points,n_transits,coverage_days,acf_period,acf_strength,acf_period_match,ls_period,ls_power,ls_fap,ls_period_match,cdpp_1h,cdpp_2h,cdpp_6h,bls_snr_raw,tls_snr_raw,bls_snr_norm,tls_snr_norm
270515566,10.049861928014185,0.1118491813337911,2.6843803520109866,997079.5348924864,-0.8035368273935237,0.0008071293070578,-0.8035368273935237,22.771537814911728,8.0032e-05,0.9985386997470286,1.5218332124908485,1,0.0015219772862548053,0.0009333819562588534,0.001762619581646275,0.5295424565934047,0.39337324313680133,-0.9058466493060804,0.0014230293963332086,0.0020494103921537277,0.0006263809958205191,0.0,0.999995864071515,0.001762295584103211,0.01498700736707037,0.0043552652045419195,565.7844729954472,89.85190413720802,19287,2,28.19955625030434,0.0,0.0,0,0.7711286778335561,0.00039352262936192216,1.0,0,1762.295584103211,1762.295584103211,1762.295584103211,6.016410963254194,6.016410963254194,-0.8035368273935237,-0.8035368273935237
308883808,1.1652547015494044,0.0394244730518161,0.9461873532435865,998354.6907285628,0.23174511495728556,0.0007098210710458,0.23174511495728556,20.714846118772595,8.0032e-05,0.9991770067052996,0.1367424485685595,1,0.001737098398349568,0.002104175744971615,0.0021065395925520597,0.9988778053464633,0.12624533325372167,0.23214874622957327,0.001737321237302844,0.0016592721017932854,7.804913550955861e-05,0.00022259931748735973,0.999999017162534,0.0021276698292709787,0.016848155490048145,0.0028527540048277375,469.2244210410199,29.556633440914517,13671,20,24.141904456653265,0.0,0.0,0,0.5823350445404729,0.0009629721633811335,1.0,0,2127.669829270979,2127.669829270979,2127.669829270979,16.454063581792944,16.454063581792944,0.23174511495728556,0.23174511495728556
378976682,6.015410249049876,0.0363776525101675,0.87306366024402,989658.1905384643,-0.12799125894697652,0.0042516660175552,-0.12799125894697652,13.362728223532248,8.0032e-05,0.9948156565607844,0.6049640567464887,1,0.010534310506128852,0.007253756584512867,0.006518260682784596,1.11283620374177,0.3648998995066486,0.4744976494070259,0.010977069984707821,0.009074620176264814,0.0019024498084430075,0.0006501570523403943,0.9999969870977131,0.006575003692559432,0.06714692238499509,0.004806786050895382,150.51826915421796,165.36004435230043,10610,4,26.237318128533843,0.0,0.0,0,0.5418889631219623,0.001550445554147884,0.9999999992022371,0,6575.003692559432,6575.003692559432,6575.003692559432,12.827222282369288,12.827222282369288,-0.12799125894697652,-0.12799125894697652
408094424,2.491557087675641,0.0669776834270484,1.6074644022491618,997811.4416987292,0.12799125894697672,0.0010040869825756,0.12799125894697672,16.392965582793668,8.0032e-05,0.9989051214698668,0.9141212533945976,1,0.002131114452146754,0.0029283637089264087,0.0028027739329021814,1.0448090622183277,0.18441637124677351,0.03833058895082164,0.0015071743982229436,0.0023657488510539135,0.00085857445283097,0.00022366202771728627,0.9999872716183332,0.0028234107680360464,0.02152174091434289,0.003264306844843415,353.4063897660077,37.199809794398845,19606,11,27.881006136143696,0.0,0.0,0,0.6203403430256512,7.33460154300303e-05,1.0,0,2823.410768036046,2823.410768036046,2823.410768036046,15.408023210982988,15.408023210982988,0.12799125894697672,0.12799125894697672
447206604,7.218732598101671,0.0418006489737765,1.003215575370636,997740.202827079,-0.26931979049225174,0.0003129337684342,-0.26931979049225174,22.10565100869705,8.0032e-05,0.998869462355857,0.183615728299835,1,0.003042188944305191,0.0017171962097031288,0.0012659126044594169,1.3564886454286937,0.7900306207845086,-0.4467340376602169,0.002950830979414343,0.0036169777543437753,0.0006661467749294325,0.0,0.9999971598910451,0.0012724576639542066,0.010091263626547553,0.004340391950545837,784.1047703827644,172.69427049711337,15206,3,23.8015489277891,0.0,0.0,0,0.6569408036250357,0.00016682476936276256,1.0,0,1272.4576639542065,1272.4576639542065,1272.4576639542065,11.402356207715084,11.402356207715084,-0.26931979049225174,-0.26931979049225174
468997317,3.760680456183442,0.0876503660177007,2.1036087844248166,996546.2314346472,3.2625689935449107,0.0020315599230331,3.2625689935449107,11.309821828688808,8.0032e-05,0.9982716220721928,9.581374867822802,1,0.002943864021523135,0.002081980136360463,0.0012832639059841913,1.6224098288829518,-0.052051136824515606,-0.7215225250911423,0.001793299077653206,0.00437578282327894,0.002582483745625734,0.000257268879012007,0.999997923295345,0.001397890159880646,0.02230143659110395,0.017132824797190943,712.8930360525825,42.905473448147816,16518,6,24.59040049702412,1.9763983488951453,0.16414587320375545,0,0.6701921173428478,0.11822655547937384,0.0,0,1397.890159880646,1397.890159880646,1397.890159880646,47.010654495411295,47.010654495411295,3.2625689935449107,3.2625689935449107
51912829,0.8351419307549209,0.0404842524548542,0.9716220589165008,997880.593896563,5.532485249042409,0.0008816096472986,5.532485249042409,20.459863024009906,8.0032e-05,0.9989397348672056,1.2831882349432038,0,0.002107785314746091,0.000898151931632506,0.0008139881894583204,1.1033966253128695,0.4148879638671929,-0.37020563423475794,0.0020758036767722404,0.001994173937225237,8.162973954700323e-05,0.0006751793810085838,0.9999580304800162,0.0009178093958408327,0.007120307989106789,0.00986625739969305,1087.2415227981214,20.62880942715551,18244,33,27.880686644182788,0.8263934061210421,0.2166762284565232,1,0.8361362744446512,0.008950000677454089,1.0536222377160535e-30,1,917.8093958408326,917.8093958408326,917.8093958408326,69.89581879592878,69.89581879592878,5.532485249042409,5.532485249042409
52555068,2.8057050610104013,0.3081275651640806,7.395061563937934,994282.2122878464,0.1697890021241991,0.0016073799473048,0.1697890021241991,7.44688802770963,0.004321729,0.997137007781702,0.5608400295155667,1,0.0051695876816689745,0.0024063934292157954,0.003122483894697172,0.7706663775707119,-0.5962453783000524,0.22090735959138463,0.00441066278051568,0.005026022560318977,0.0006153597798032968,0.0,0.9999218119891333,0.0034841134136823497,0.02095707878510067,0.002026342451874367,285.37595241464805,9.105660698048139,987,7,21.750158690399985,2.604188346552405,0.4388426372126907,1,2.8346026381049962,0.46202057735632845,1.8302146932100352e-128,1,3484.11341368235,3484.11341368235,3484.11341368235,15.829425638356645,15.829425638356645,0.1697890021241991,0.1697890021241991
62867537,2.8368506709414523,0.0813476032324261,1.9523424775782263,985273.74991607,0.1530682815825815,0.0028650517428502,0.1530682815825815,12.924865725573188,8.0032e-05,0.9926095656984522,0.3448661654933095,1,0.013819410529207321,0.006482894264065564,0.004658529587241855,1.3916181068503288,-0.6318125159660088,0.1429941190430415,0.010785818535153,0.013727844897502672,0.002942026362349673,0.0002875972708957786,0.9995765785667421,0.0051937363090361665,0.05460196014021512,0.016843971631205674,189.70422684560407,34.873192998061576,1128,9,26.001158836075547,2.8126269379686164,0.15889080081132353,1,2.708428896184849,0.11650415789484403,1.4033884402599156e-26,1,5193.736309036167,5193.736309036167,5193.736309036167,15.660848301685654,15.660848301685654,0.1530682815825815,0.1530682815825815
92880568,1.177626412373718,0.0341728740821302,0.8201489779711247,997206.276742631,1.7873895526962051,0.0016144706519137,1.7873895526962051,17.388587364305355,8.0032e-05,0.9986021613949324,0.2883032880922559,1,0.0025581293827096063,0.0017999217656557917,0.0017334152057394952,1.0383672970326774,0.2489174964096123,-0.14289179755387948,0.002361938501193554,0.002569642768069036,0.00020770426687548174,0.002480426092217769,0.9999538349831879,0.00178623063000105,0.014646370519646346,0.004593023255813953,558.2740572053896,34.460853544169446,17200,21,25.640561720153528,0.5847290205547324,0.13869061664535393,0,0.5884594516850193,0.00194668123299601,0.00981402058031876,0,1786.23063000105,1786.23063000105,1786.23063000105,32.13798075918616,32.13798075918616,1.7873895526962051,1.7873895526962051
