time,flux,flux_err
1955.7985862121914,0.9787526269682357,0.010183411432959918
1955.7999751337568,0.9784297400789528,0.010211900636951259
1955.8013640553224,0.9892016225985449,0.010316733679092364
1955.802752977121,0.9994883200084063,0.010274364748696195
1955.8041418986863,0.9940074473141733,0.010225869733757323
1955.8055308202518,0.9999509609723763,0.010219973474626649
1955.8069197418174,0.9758950183241771,0.010205973214327804
1955.808308663383,0.9807071350649835,0.010206075562002733
1955.8096975849478,1.0014563127174916,0.01025233971657311
1955.8110865065125,0.9958071474961548,0.0102298949043064
1955.8124754280782,0.9886188484690549,0.010243426899396129
1955.8138643496438,0.9938647308079823,0.010234147264951268
1955.8152532712095,1.0031854168660934,0.01025076324292636
1955.816642192775,0.9865741857854426,0.01032422678498713
1955.8180311141075,0.9815185839417321,0.010261303289736227
1955.8194200356731,0.9830074153489077,0.010192999648717197
1955.8208089572388,1.0068931830412455,0.010249100405368817
1955.822197878805,0.9974481792353305,0.010231121174934943
1955.8235868001384,1.002224380749297,0.010243211238265855
1955.8249757217038,0.990894349235645,0.010226554855377523
1955.8263646432695,1.0134418890875474,0.010227777661706829
1955.8277535646023,0.9948807356655701,0.010279661296256503
1955.829142486167,0.9965789188474247,0.010218266171814082
1955.830531407499,1.0041408268582048,0.010268511901152027
1955.8319203290646,0.9914757637721798,0.01018585276236526
1955.8333092506302,0.9949714933201004,0.010265134065054903
1955.8346981719628,0.9887214013578401,0.01029224936072499
1955.8360870932956,0.9830438741873461,0.010251997436165923
1955.837476014861,1.0170533721268709,0.010260348658996468
1955.8388649361939,0.9930603226475945,0.010226020341544056
1955.8402538577595,0.9990309034269381,0.01024518854186226
1955.8416427790921,0.9896842139054393,0.010231408798893626
1955.8430317004247,1.0055164622377837,0.010287798663010996
1955.8444206219904,1.01020334498635,0.01024943273205729
1955.8458095433232,1.0127209309033876,0.01027437675615414
1955.8471984646558,1.0006728645485565,0.010309331911450425
1955.848587385988,1.0066821073953391,0.01026239451770788
1955.8499763073198,0.9975060448333495,0.010259261579577026
1955.8513652288862,1.0081851758122042,0.010286637013099243
1955.8527541502197,0.9874434063870285,0.010207626798990958
1955.8541430715522,1.0167228905053955,0.010288793769464767
1955.8555319928848,1.0104213063326133,0.01028674349621755
1955.8569209142177,1.008994482465054,0.010272751123300106
1955.8583098355505,0.9867517204292922,0.010206754159278022
1955.859698756883,1.0000548071770259,0.010280435837716357
1955.8610876782159,1.0033366484382222,0.010182664837931957
1955.8624765995485,0.994553535675091,0.010235469569074701
1955.8638655208813,0.9900755949882712,0.01025642815784324
1955.865254442214,1.0081743880616534,0.010232108252546999
1955.866643363546,1.0119987492151439,0.010220973357347993
1955.868032284878,1.0188396906231219,0.010258393782275506
1955.869421205978,1.006525301892722,0.010219889971151296
1955.8708101273107,1.0184057933097639,0.010237309714704117
1955.8721990486433,1.0035589531938354,0.010221598029879505
1955.8735879699761,1.0090970534632295,0.01022944159542562
1955.8749768913087,0.998303623852334,0.010208682446297652
1955.8763658124087,1.003202116425224,0.010193084600324231
1955.8777547337415,1.001901555888712,0.010250971254145775
1955.8791436550741,0.9995604901940952,0.010232232702531282
1955.8805325764076,0.9987913019820853,0.010268898133818323
1955.881921497508,0.9943777429225523,0.010244073823029798
1955.883310418841,1.011501909443548,0.010308211504561187
1955.8846993399409,1.0040685606451345,0.010280211420104622
1955.8860882612728,1.0222429751866646,0.01027152013741248
1955.8874771826047,1.0172806238521692,0.010244246137850938
1955.8888661037047,1.0091198232870935,0.010242811205809228
1955.8902550250375,0.9956933578491266,0.010209544119946526
1955.8916439461373,1.0156848376348986,0.010293630678293707
1955.8930328674699,1.0062800010280846,0.01026626328306954
1955.8944217885698,1.0015913159468575,0.01020255603780346
1955.8958107099027,1.008075689890629,0.010222149674134583
1955.8971996310024,0.9982057255387712,0.010279946373810465
1955.8985885523352,1.0104251231283239,0.01025932643834304
1955.899977473435,1.0026746753022961,0.01023234159574452
1955.901366394535,0.9982716236864398,0.01024067729050554
1955.9027553158678,0.9918153926222278,0.010196728971472996
1955.9041442369676,0.9985012717706826,0.010258803947232002
1955.9055331582997,1.0053607980447163,0.01025737831012502
1955.9069220793988,0.9995052669478042,0.010289300933396887
1955.9083110004988,0.9833681514163696,0.010232531855383515
1955.9096999215992,1.0103011243093012,0.01021441103420296
1955.9110888429327,1.0101641428323482,0.010313536595507957
1955.9124777640325,0.99437657327005,0.01022584774395602
1955.9138666851325,1.0000579558853067,0.010218625435725064
1955.9152556062324,0.9979211965852011,0.010230375115355279
1955.916644527565,0.9891113252066273,0.010214422376288125
1955.9180334486648,1.0118674971997406,0.010215809364284853
1955.9194223697648,1.0066056932852827,0.010280700623810552
1955.9208112908648,0.9974386571559732,0.010208432188098769
1955.9222002119648,1.0003826464623875,0.010251355941703885
1955.9235891332974,0.995076732043089,0.010274790704126312
1955.9249780543967,0.9986923645387552,0.01023965072381027
1955.9263669754957,1.0068599062405743,0.010260510337563956
1955.9277558965957,1.004187858952115,0.010273747105137792
1955.9291448176955,1.004932731594613,0.010216503183181718
1955.9305337387952,1.0048334737889568,0.01028009338015046
1955.9319226598952,0.9997568767091148,0.010255251454419426
1955.9333115809952,0.9940622878159149,0.010229795605413983
1955.9347005020952,1.0078131083280002,0.010304368453391183
1955.936089423195,0.9874178562460231,0.010227991802864383
1955.9374783442956,0.9987359660454187,0.0102109188821407
1955.938867265396,1.0171172314035255,0.010283311027988202
1955.940256186496,1.0090303914200969,0.010247655384489946
1955.9416451075958,0.9949066950195696,0.010273892377313742
1955.9430340286956,1.0069253035969574,0.010235177763058316
1955.944422949795,0.9986650087479604,0.010223001062617131
1955.9458118708942,1.0055715609558744,0.010263301566679735
1955.9472007919942,1.0057631806123004,0.010239992299200374
1955.948589713094,1.0157420983122614,0.01022305862276417
1955.9499786341937,1.0037895747040575,0.010351413933381149
1955.9513675552937,1.0189180809675376,0.010278516599744445
1955.9527564763937,1.0113568747816792,0.010271485962575348
1955.9541453972606,0.9965758877424845,0.010242929827315752
1955.9555343183604,0.9961621585321359,0.010302405321445843
1955.9569232394604,1.006656264199653,0.010245725892276264
1955.9583121605604,1.002143729313778,0.010241997572565083
1955.9597010816603,0.9914935348564508,0.0102139055470504
1955.96109000276,1.0007539082963597,0.010297195195837314
1955.9624789236266,1.0028049575969162,0.010264875738227123
1955.9638678447257,1.0123638708960554,0.010274244802588296
1955.9652567658256,1.0091455200729553,0.010237723662619866
1955.966645686926,1.000019171843752,0.010211898299260051
1955.9680346080265,0.9913521645363579,0.010265745818933733
1955.9694235288937,1.0074893784664831,0.010234455979995305
1955.9708124499937,1.0013809736745845,0.01026090858720764
1955.9722013710937,0.9978851990161023,0.010266188447949359
1955.9735902921934,1.0175207382512401,0.010272887014177542
1955.9749792130604,0.9909113518014993,0.010261148441695619
1955.9763681341603,0.9922429790299476,0.01023168309372744
1955.9777570552603,1.0092767095645814,0.010276585178956698
1955.97914597636,1.007590059571311,0.010253869878858924
1955.980534897227,1.0032017346053643,0.010335436697112772
1955.9819238183263,0.9951167849258202,0.01027966367874463
1955.9833127394256,1.0151235480239063,0.010300038840124691
1955.9847016602928,0.9873608480116498,0.010243627289170595
1955.9860905813925,1.0064599087570814,0.0102230155268014
1955.9874795024923,0.9972227887440321,0.010236133918483395
1955.9888684233595,1.0152033408762338,0.010265535806186273
1955.9902573444595,1.0084001040166768,0.010271888887794024
1955.9916462655592,1.0020074540951078,0.010276275858782189
1955.9930351864261,0.9832170775057866,0.01030314114203638
1955.9944241075261,0.9936114421957977,0.01022449594761145
1955.995813028394,0.9970930919486498,0.010242861639476603
1955.9972019494946,1.0039315700500886,0.010349055913453193
1955.9985908705944,1.006562388531511,0.01030682474195158
1955.9999797914613,1.004297279895149,0.010278328249901478
1956.0013687125606,1.0029101473599074,0.010251358443291675
1956.002757633427,0.996634079015561,0.010256341212905062
1956.0041465545269,0.9972617977685433,0.010231262578485285
1956.0055354756266,0.9939880070203951,0.010242331411534718
1956.0069243964938,0.9845204427021694,0.010278094140626703
1956.0083133175938,1.005313193899425,0.010282113339163713
1956.009702238461,1.0040339412643824,0.010255704807438508
1956.0110911595607,1.013780367433188,0.010318425861676393
1956.0124800804276,1.003406674062135,0.010313265258847749
1956.0138690015276,1.002190640169004,0.010254884172575715
1956.0152579223948,1.0105106389669944,0.010295704154441613
1956.0166468434945,0.99586942875585,0.010287250317660606
1956.0180357645945,0.9829454632168717,0.010262179093341543
1956.019424685461,0.9914969208189957,0.010242476421941506
1956.02081360656,1.0108362728175668,0.01029170271815001
1956.0222025274272,0.9920256604017377,0.010225238680041897
1956.0235914485277,1.0000883414904818,0.010278010072140645
1956.0249803693953,0.9968581765263825,0.010250985028560875
1956.0263692904953,1.0032899077545785,0.0102867028959475
1956.0277582113624,1.0023968338197922,0.010271877457948024
1956.0291471324622,1.0006842960113997,0.010235913801441864
1956.0305360533293,0.997795371937701,0.01028075561403981
1956.031924974429,1.0020152318996196,0.010281516534299161
1956.0333138952963,1.009005869010499,0.010236368396250473
1956.0347028163962,0.994322975388566,0.01027036999849537
1956.0360917372632,1.002738310504544,0.010277835485396918
1956.037480658363,0.9965179897589632,0.01030420793712293
1956.0388695792294,0.9956546128251795,0.010233828457904891
1956.0402585003287,0.9979556736622619,0.010309762919721055
1956.0416474211956,0.9977713681676633,0.010252195446546344
1956.0430363422954,0.9993623029387995,0.010293209868950088
1956.0444252631626,0.9887050056412543,0.01029252986630315
1956.0458141842626,0.9874648694532029,0.010268180341581128
1956.0472031051297,0.9910296193604993,0.010214332382784455
1956.0485920262295,0.9991433560569992,0.010312876081642304
1956.0499809470964,0.9978474002407824,0.010291451438149428
1956.0513698679636,0.9769497866339389,0.010280657890404983
1956.052758789064,0.9823886029539639,0.01023773609368604
1956.0541477099318,1.0152943286847163,0.010276282645448755
1956.0555366310318,0.9918485913292298,0.010271681657166758
1956.0569255518988,0.9991424362766193,0.01029113936620088
1956.058314472998,1.0031542700990403,0.010279618620923206
1956.0597033938645,0.9868594499075541,0.010238873694955228
1956.0610923149643,0.9944539215655922,0.010260686069856428
1956.0624812358312,1.0020537555624802,0.010296052814512164
1956.0638701569312,1.0043569601164344,0.010301809146428989
1956.0652590777984,0.9991467985803829,0.010286347554302227
1956.0666479988981,0.9952445324195068,0.010266072239387788
1956.0680369197653,1.003307137485331,0.010277938496153792
1956.0694258406322,0.9900915271056888,0.010279284472608289
1956.0708147617322,1.004342776379158,0.010339223386955858
1956.0722036825994,0.9961249599274755,0.010286463380493022
1956.0735926036991,1.0141722384684861,0.010308288771055956
1956.074981524566,1.0062284726337558,0.010276901894497184
